gene_name	human_gene_id	human_protein_ids	OG_N0	pike_gene_id	salmon_gene_id	ratio	interacting_genes
MFSD4A	ENSG00000174514	Q8N468	OG6v0003727.41	ENSELUG00000000895	ENSSSAG00000089305	1:1:1	ENSG00000051523,ENSG00000120306,ENSG00000215251
NPTN	ENSG00000156642	Q9Y639	OG6v0003897.40	ENSELUG00000016654	ENSSSAG00000071443,ENSSSAG00000006475	1:1:2	ENSG00000106803,ENSG00000157087,ENSG00000160131
TMEM74	ENSG00000164841	Q96NL1	OG6v0003931.40	ENSELUG00000020517	ENSSSAG00000010066,ENSSSAG00000082145	1:1:2	ENSG00000119782,ENSG00000147378,ENSG00000179673
DNAJC30	ENSG00000176410	Q96LL9	OG6v0003949.40	ENSELUG00000009576	ENSSSAG00000047018,ENSSSAG00000046343	1:1:2	ENSG00000011295,ENSG00000137806,ENSG00000183648
RHOV	ENSG00000104140	Q96L33	OG6v0003950.40	ENSELUG00000020407	ENSSSAG00000112030,ENSSSAG00000118918	1:1:2	ENSG00000149269,ENSG00000158106,ENSG00000169398
CHCHD4	ENSG00000163528	Q8N4Q1	OG6v0003967.40	ENSELUG00000006166	ENSSSAG00000081694	1:1:1	ENSG00000156709,ENSG00000198836,ENSG00000277972
SNX9	ENSG00000130340	Q9Y5X1	OG6v0004019.39	ENSELUG00000014518	ENSSSAG00000053430	1:1:1	ENSG00000171587,ENSG00000173548,ENSG00000178996
LYRM4	ENSG00000214113	Q9HD34	OG6v0004269.38	ENSELUG00000017018	ENSSSAG00000047008	1:1:1	ENSG00000154723,ENSG00000156239,ENSG00000244005
EFR3B	ENSG00000084710	Q9Y2G0	OG6v0004293.37	ENSELUG00000005770	ENSSSAG00000052938	1:1:1	ENSG00000122591,ENSG00000155744,ENSG00000188487
KCNB2	ENSG00000182674	Q92953	OG6v0004295.37	ENSELUG00000007554	ENSSSAG00000043769	1:1:1	ENSG00000124134,ENSG00000162975,ENSG00000164794
MAD1L1	ENSG00000002822	Q9Y6D9	OG6v0004441.35	ENSELUG00000013033	ENSSSAG00000000290,ENSSSAG00000099796	1:1:2	ENSG00000047410,ENSG00000164109,ENSG00000169679
DPYSL5	ENSG00000157851	Q9BPU6	OG6v0004447.45	ENSELUG00000020654	ENSSSAG00000069192,ENSSSAG00000043824	1:1:2	ENSG00000113657,ENSG00000147647,ENSG00000151640
IFRD2	ENSG00000214706	Q12894	OG6v0004461.35	ENSELUG00000011959	ENSSSAG00000066762,ENSSSAG00000039272	1:1:2	ENSG00000144029,ENSG00000146223,ENSG00000188846
GAS8	ENSG00000141013	O95995	OG6v0004465.35	ENSELUG00000010570	ENSSSAG00000052213,ENSSSAG00000049758	1:1:2	ENSG00000139537,ENSG00000146221,ENSG00000171962
TNNI1	ENSG00000159173	P19237	OG6v0004515.43	ENSELUG00000021412	ENSSSAG00000071655,ENSSSAG00000115603	1:1:2	ENSG00000101470,ENSG00000114854,ENSG00000118194
CISD3	ENSG00000277972	P0C7P0	OG6v0004533.36	ENSELUG00000009315	ENSSSAG00000048006	1:1:1	ENSG00000005187,ENSG00000163528,ENSG00000233954
SETD1A	ENSG00000099381	O15047	OG6v0004548.34	ENSELUG00000020261	ENSSSAG00000001051,ENSSSAG00000001061	1:1:2	ENSG00000117222,ENSG00000129691,ENSG00000154832
TRDN	ENSG00000186439	Q13061	OG6v0004567.41	ENSELUG00000020548	ENSSSAG00000094510,ENSSSAG00000080656	1:1:2	ENSG00000105829,ENSG00000152049,ENSG00000159197
RAF1	ENSG00000132155	P04049	OG6v0004584.35	ENSELUG00000013381	ENSSSAG00000015667	1:1:1	ENSG00000119705,ENSG00000169032,ENSG00000172354
GJA1	ENSG00000152661	P17302	OG6v0004628.34	ENSELUG00000020758	ENSSSAG00000098898,ENSSSAG00000099876	1:1:2	ENSG00000169562,ENSG00000183153,ENSG00000265107
EIF3E	ENSG00000104408	P60228	OG6v0004753.33	ENSELUG00000020626	ENSSSAG00000046961,ENSSSAG00000010484	1:1:2	ENSG00000100129,ENSG00000100353,ENSG00000118181
MYLK	ENSG00000065534	Q15746	OG6v0004866.32	ENSELUG00000014006	ENSSSAG00000074164,ENSSSAG00000071373	1:1:2	ENSG00000088826,ENSG00000118473,ENSG00000170558
MDGA1	ENSG00000112139	Q8NFP4	OG6v0004886.33	ENSELUG00000009066	ENSSSAG00000006085,ENSSSAG00000002320	1:1:2	ENSG00000124302,ENSG00000164764,ENSG00000221866
NME8	ENSG00000086288	Q8N427	OG6v0004900.52	ENSELUG00000016663	ENSSSAG00000071893	1:1:1	ENSG00000122735,ENSG00000169962,ENSG00000172671
DMTF1	ENSG00000135164	Q9Y222	OG6v0004911.32	ENSELUG00000010640	ENSSSAG00000015883,ENSSSAG00000098666	1:1:2	ENSG00000115274,ENSG00000119705,ENSG00000129518
DONSON	ENSG00000159147	Q9NYP3	OG6v0004920.32	ENSELUG00000003909	ENSSSAG00000051617,ENSSSAG00000042724	1:1:2	ENSG00000112118,ENSG00000147536,ENSG00000163781
CDC25A	ENSG00000164045	P30304	OG6v0004921.34	ENSELUG00000001971	ENSSSAG00000088197,ENSSSAG00000005251	1:1:2	ENSG00000101255,ENSG00000137193,ENSG00000204371
BORA	ENSG00000136122	Q6PGQ7	OG6v0004929.32	ENSELUG00000002324	ENSSSAG00000080926,ENSSSAG00000087976	1:1:2	ENSG00000087586,ENSG00000112511,ENSG00000166851
HSPB7	ENSG00000173641	Q9UBY9	OG6v0005014.33	ENSELUG00000025070	ENSSSAG00000051655	1:1:1	ENSG00000132471,ENSG00000152137,ENSG00000183918
ODAD2	ENSG00000169126	Q5T2S8	OG6v0005089.31	ENSELUG00000003879	ENSSSAG00000080633,ENSSSAG00000118770	1:1:2	ENSG00000034239,ENSG00000105479,ENSG00000204815
FCHO2	ENSG00000157107	Q0JRZ9	OG6v0005091.31	ENSELUG00000000085	ENSSSAG00000000898,ENSSSAG00000092276	1:1:2	ENSG00000085832,ENSG00000130475,ENSG00000205726
RAPGEF3	ENSG00000079337	O95398	OG6v0005102.31	ENSELUG00000003886	ENSSSAG00000064907,ENSSSAG00000075002	1:1:2	ENSG00000110713,ENSG00000137486,ENSG00000152270
ZC3H3	ENSG00000014164	Q8IXZ2	OG6v0005103.31	ENSELUG00000024269	ENSSSAG00000046356,ENSSSAG00000010148	1:1:2	ENSG00000133858,ENSG00000149182,ENSG00000154144
ESPN	ENSG00000187017	B1AK53	OG6v0005105.31	ENSELUG00000006252	ENSSSAG00000007498,ENSSSAG00000064030	1:1:2	ENSG00000071909,ENSG00000095777,ENSG00000130830
RNF145	ENSG00000145860	Q96MT1	OG6v0005143.31	ENSELUG00000022258	ENSSSAG00000069680,ENSSSAG00000079811	1:1:2	ENSG00000160087,ENSG00000198833,ENSG00000204308
ZCCHC7	ENSG00000147905	Q8N3Z6	OG6v0005166.38	ENSELUG00000007648	ENSSSAG00000098242,ENSSSAG00000112535	1:1:2	ENSG00000112941,ENSG00000121274,ENSG00000183520
DBN1	ENSG00000113758	Q16643	OG6v0005174.31	ENSELUG00000011272	ENSSSAG00000015720,ENSSSAG00000055932	1:1:2	ENSG00000117298,ENSG00000121966,ENSG00000130234
DCLK3	ENSG00000163673	Q9C098	OG6v0005182.32	ENSELUG00000002476	ENSSSAG00000080368	1:1:1	ENSG00000167791,ENSG00000175544,ENSG00000250317
FOXN2	ENSG00000170802	P32314	OG6v0005211.31	ENSELUG00000010538	ENSSSAG00000049879	1:1:1	ENSG00000008083,ENSG00000087903,ENSG00000132005
THOC3	ENSG00000051596	Q96J01	OG6v0005223.31	ENSELUG00000022058	ENSSSAG00000103068,ENSSSAG00000059154	1:1:2	ENSG00000074356,ENSG00000123200,ENSG00000160679
PTPN23	ENSG00000076201	Q9H3S7	OG6v0005315.30	ENSELUG00000010766	ENSSSAG00000055393,ENSSSAG00000072368	1:1:2	ENSG00000086065,ENSG00000101421,ENSG00000138592
PPRC1	ENSG00000148840	Q5VV67	OG6v0005352.30	ENSELUG00000021650	ENSSSAG00000001834,ENSSSAG00000080066	1:1:2	ENSG00000089163,ENSG00000116830,ENSG00000168078
SUPT20H	ENSG00000102710	Q8NEM7	OG6v0005378.30	ENSELUG00000008671	ENSSSAG00000007858,ENSSSAG00000042896	1:1:2	ENSG00000135801,ENSG00000152382,ENSG00000163635
FBXL17	ENSG00000145743	Q9UF56	OG6v0005459.32	ENSELUG00000002467	ENSSSAG00000065737,ENSSSAG00000075024	1:1:2	ENSG00000115241,ENSG00000156273,ENSG00000179456
ATP5F1B	ENSG00000110955	P06576	OG6v0005463.33	ENSELUG00000022530	ENSSSAG00000081518,ENSSSAG00000041559	1:1:2	ENSG00000123472,ENSG00000165629,ENSG00000177692
IGBP1	ENSG00000089289	P78318	OG6v0005540.30	ENSELUG00000011082	ENSSSAG00000120670,ENSSSAG00000068773	1:1:2	ENSG00000119414,ENSG00000143742,ENSG00000166226
DNAJB2	ENSG00000135924	P25686	OG6v0005544.30	ENSELUG00000013162	ENSSSAG00000040783,ENSSSAG00000093964	1:1:2	ENSG00000105701,ENSG00000178053,ENSG00000203791
UBAC2	ENSG00000134882	Q8NBM4	OG6v0005563.30	ENSELUG00000002348	ENSSSAG00000065600,ENSSSAG00000110573	1:1:2	ENSG00000088298,ENSG00000109133,ENSG00000113194
PABPN1	ENSG00000100836	Q86U42	OG6v0005594.30	ENSELUG00000022654	ENSSSAG00000081290,ENSSSAG00000108896	1:1:2	ENSG00000075975,ENSG00000091009,ENSG00000115421
APH1A	ENSG00000117362	Q96BI3	OG6v0005603.33	ENSELUG00000018962	ENSSSAG00000113698,ENSSSAG00000010246	1:1:2	ENSG00000143801,ENSG00000162736,ENSG00000205155
FAAP24	ENSG00000131944	Q9BTP7	OG6v0005623.30	ENSELUG00000028712	ENSSSAG00000111213	1:1:1	ENSG00000064933,ENSG00000134899,ENSG00000187790
SAP30L	ENSG00000164576	Q9HAJ7	OG6v0005641.32	ENSELUG00000019426	ENSSSAG00000069942,ENSSSAG00000064652	1:1:2	ENSG00000100916,ENSG00000127511,ENSG00000169375
PCM1	ENSG00000078674	Q15154	OG6v0005713.29	ENSELUG00000022581	ENSSSAG00000057412,ENSSSAG00000038988	1:1:2	ENSG00000048342,ENSG00000161996,ENSG00000198707
CTTNBP2	ENSG00000077063	Q8WZ74	OG6v0005740.29	ENSELUG00000012767	ENSSSAG00000068414,ENSSSAG00000052354	1:1:2	ENSG00000128578,ENSG00000180353,ENSG00000196504
USP47	ENSG00000170242	Q96K76	OG6v0005766.29	ENSELUG00000015067	ENSSSAG00000073879,ENSSSAG00000069557	1:1:2	ENSG00000112033,ENSG00000113838,ENSG00000183580
SLF2	ENSG00000119906	Q8IX21	OG6v0005770.29	ENSELUG00000021674	ENSSSAG00000001009,ENSSSAG00000075553	1:1:2	ENSG00000133302,ENSG00000163029,ENSG00000170085
NPAT	ENSG00000149308	Q14207	OG6v0005777.29	ENSELUG00000019191	ENSSSAG00000102380,ENSSSAG00000040367	1:1:2	ENSG00000105173,ENSG00000125755,ENSG00000133101
JARID2	ENSG00000008083	Q92833	OG6v0005783.29	ENSELUG00000001620	ENSSSAG00000007518,ENSSSAG00000022529	1:1:2	ENSG00000127663,ENSG00000143033,ENSG00000170802
CRAMP1	ENSG00000007545	Q96RY5	OG6v0005810.29	ENSELUG00000009700	ENSSSAG00000061415,ENSSSAG00000085847	1:1:2	ENSG00000116580,ENSG00000132017,ENSG00000136878
ZFR	ENSG00000056097	Q96KR1	OG6v0005812.29	ENSELUG00000022743	ENSSSAG00000042542,ENSSSAG00000057996	1:1:2	ENSG00000129351,ENSG00000130234,ENSG00000143621
KIAA0319	ENSG00000137261	Q5VV43	OG6v0005829.29	ENSELUG00000009358	ENSSSAG00000121857,ENSSSAG00000057695	1:1:2	ENSG00000136158,ENSG00000185900,ENSG00000186889
EIF4ENIF1	ENSG00000184708	Q9NRA8	OG6v0005847.29	ENSELUG00000002320	ENSSSAG00000080015,ENSSSAG00000053960	1:1:2	ENSG00000011295,ENSG00000130177,ENSG00000151247
EPB41L5	ENSG00000115109	Q9HCM4	OG6v0005873.29	ENSELUG00000005243	ENSSSAG00000053983,ENSSSAG00000048574	1:1:2	ENSG00000072415,ENSG00000108469,ENSG00000153015
NOLC1	ENSG00000166197	Q14978	OG6v0005877.29	ENSELUG00000015896	ENSSSAG00000078881,ENSSSAG00000041502	1:1:2	ENSG00000111144,ENSG00000128655,ENSG00000163376
BRAF	ENSG00000157764	P15056	OG6v0005882.29	ENSELUG00000011217	ENSSSAG00000005471,ENSSSAG00000092442	1:1:2	ENSG00000141068,ENSG00000169032,ENSG00000171435
DYRK1B	ENSG00000105204	Q9Y463	OG6v0005886.29	ENSELUG00000022570	ENSSSAG00000115527,ENSSSAG00000045733	1:1:2	ENSG00000103510,ENSG00000136485,ENSG00000197555
CSTF3	ENSG00000176102	Q12996	OG6v0005903.29	ENSELUG00000023393	ENSSSAG00000061719,ENSSSAG00000063183	1:1:2	ENSG00000101138,ENSG00000136709,ENSG00000165934
KCNQ4	ENSG00000117013	P56696	OG6v0005935.29	ENSELUG00000006759	ENSSSAG00000046856,ENSSSAG00000058562	1:1:2	ENSG00000053918,ENSG00000075043,ENSG00000184156
NCAPH	ENSG00000121152	Q15003	OG6v0005941.29	ENSELUG00000005541	ENSSSAG00000080102,ENSSSAG00000078210	1:1:2	ENSG00000109805,ENSG00000113810,ENSG00000162063
FOXM1	ENSG00000111206	Q08050	OG6v0005956.29	ENSELUG00000002105	ENSSSAG00000009795,ENSSSAG00000008362	1:1:2	ENSG00000109805,ENSG00000138448,ENSG00000153558
SYBU	ENSG00000147642	Q9NX95	OG6v0005961.29	ENSELUG00000020895	ENSSSAG00000115468,ENSSSAG00000010034	1:1:2	ENSG00000138834,ENSG00000143553,ENSG00000159055
SOCS5	ENSG00000171150	O75159	OG6v0005968.29	ENSELUG00000015618	ENSSSAG00000067289,ENSSSAG00000097820	1:1:2	ENSG00000120833,ENSG00000162878,ENSG00000180008
GAB3	ENSG00000160219	Q8WWW8	OG6v0005989.29	ENSELUG00000010552	ENSSSAG00000061847,ENSSSAG00000075647	1:1:2	ENSG00000100351,ENSG00000176105,ENSG00000179295
MNT	ENSG00000070444	Q99583	OG6v0006004.29	ENSELUG00000007956	ENSSSAG00000092554,ENSSSAG00000069728	1:1:2	ENSG00000097046,ENSG00000125952,ENSG00000169375
ZMPSTE24	ENSG00000084073	O75844	OG6v0006044.30	ENSELUG00000014525	ENSSSAG00000009047,ENSSSAG00000003219	1:1:2	ENSG00000008952,ENSG00000106803,ENSG00000151929
OXA1L	ENSG00000155463	Q15070	OG6v0006071.29	ENSELUG00000024593	ENSSSAG00000066438,ENSSSAG00000005924	1:1:2	ENSG00000143314,ENSG00000144120,ENSG00000169519
TMPRSS5	ENSG00000166682	Q9H3S3	OG6v0006074.29	ENSELUG00000020696	ENSSSAG00000065601,ENSSSAG00000067689	1:1:2	ENSG00000144648,ENSG00000169105,ENSG00000169860
P3H4	ENSG00000141696	Q92791	OG6v0006098.31	ENSELUG00000018091	ENSSSAG00000044172,ENSSSAG00000002386	1:1:2	ENSG00000101670,ENSG00000117385,ENSG00000121898
SOX7	ENSG00000171056	Q9BT81	OG6v0006125.29	ENSELUG00000005648	ENSSSAG00000114290,ENSSSAG00000055490	1:1:2	ENSG00000105656,ENSG00000168036,ENSG00000173611
DUSP5	ENSG00000138166	Q16690	OG6v0006147.29	ENSELUG00000022779	ENSSSAG00000007089,ENSSSAG00000027885	1:1:2	ENSG00000100030,ENSG00000102882,ENSG00000164253
PTF1A	ENSG00000168267	Q7RTS3	OG6v0006186.29	ENSELUG00000013147	ENSSSAG00000043684,ENSSSAG00000065206	1:1:2	ENSG00000168214,ENSG00000176973,ENSG00000196628
SPG21	ENSG00000090487	Q9NZD8	OG6v0006197.29	ENSELUG00000002649	ENSSSAG00000075930,ENSSSAG00000008645	1:1:2	ENSG00000097033,ENSG00000124333,ENSG00000196505
TIMMDC1	ENSG00000113845	Q9NPL8	OG6v0006198.29	ENSELUG00000009037	ENSSSAG00000005996,ENSSSAG00000066134	1:1:2	ENSG00000115944,ENSG00000119421,ENSG00000178057
PDCL3	ENSG00000115539	Q9H2J4	OG6v0006252.31	ENSELUG00000009203	ENSSSAG00000058071,ENSSSAG00000079401	1:1:2	ENSG00000115484,ENSG00000147687,ENSG00000197345
CHMP3	ENSG00000115561	Q9Y3E7	OG6v0006259.29	ENSELUG00000009959	ENSSSAG00000015546,ENSSSAG00000043245	1:1:2	ENSG00000119541,ENSG00000124356,ENSG00000130724
TNFAIP8L1	ENSG00000185361	Q8WVP5	OG6v0006269.31	ENSELUG00000023491	ENSSSAG00000002453,ENSSSAG00000099868	1:1:2	ENSG00000146535,ENSG00000162391,ENSG00000169228
PHF5A	ENSG00000100410	Q7RTV0	OG6v0006282.29	ENSELUG00000019796	ENSSSAG00000010141,ENSSSAG00000002272	1:1:2	ENSG00000126698,ENSG00000128563,ENSG00000169976
CABP5	ENSG00000105507	Q9NP86	OG6v0006287.38	ENSELUG00000022390	ENSSSAG00000046796	1:1:1	ENSG00000145358,ENSG00000170549,ENSG00000176842
CATSPERB	ENSG00000133962	Q9H7T0	OG6v0006312.30	ENSELUG00000023922	ENSSSAG00000066213	1:1:1	ENSG00000174898,ENSG00000175294,ENSG00000179397
HECTD1	ENSG00000092148	Q9ULT8	OG6v0006358.28	ENSELUG00000003779	ENSSSAG00000066854,ENSSSAG00000072645	1:1:2	ENSG00000109670,ENSG00000122218,ENSG00000284194
SPTBN2	ENSG00000173898	O15020	OG6v0006367.28	ENSELUG00000017488	ENSSSAG00000007318,ENSSSAG00000003654	1:1:2	ENSG00000124171,ENSG00000156802,ENSG00000197694
ADAMTS9	ENSG00000163638	Q9P2N4	OG6v0006397.28	ENSELUG00000007560	ENSSSAG00000069386,ENSSSAG00000077769	1:1:2	ENSG00000103175,ENSG00000146648,ENSG00000196220
BRWD3	ENSG00000165288	Q6RI45	OG6v0006418.28	ENSELUG00000009859	ENSSSAG00000008163,ENSSSAG00000005357	1:1:2	ENSG00000146247,ENSG00000156983,ENSG00000163960
SETD5	ENSG00000168137	Q9C0A6	OG6v0006460.28	ENSELUG00000012844	ENSSSAG00000006564,ENSSSAG00000072156	1:1:2	ENSG00000006712,ENSG00000112851,ENSG00000171843
ATAD2B	ENSG00000119778	Q9ULI0	OG6v0006486.28	ENSELUG00000001345	ENSSSAG00000072937,ENSSSAG00000062770	1:1:2	ENSG00000142507,ENSG00000155868,ENSG00000164169
EPB41L1	ENSG00000088367	Q9H4G0	OG6v0006501.28	ENSELUG00000003026	ENSSSAG00000080978,ENSSSAG00000051104	1:1:2	ENSG00000091831,ENSG00000112782,ENSG00000213722
NCAN	ENSG00000130287	O14594	OG6v0006533.28	ENSELUG00000020141	ENSSSAG00000041912,ENSSSAG00000063786	1:1:2	ENSG00000149294,ENSG00000162512,ENSG00000187664
MICAL1	ENSG00000135596	Q8TDZ2	OG6v0006535.28	ENSELUG00000006057	ENSSSAG00000042473,ENSSSAG00000050253	1:1:2	ENSG00000111859,ENSG00000142082,ENSG00000153317
FHIP1B	ENSG00000051009	Q8N612	OG6v0006594.28	ENSELUG00000015069	ENSSSAG00000073027,ENSSSAG00000096398	1:1:2	ENSG00000095066,ENSG00000134709,ENSG00000166971
ATXN2	ENSG00000204842	Q99700	OG6v0006608.28	ENSELUG00000019632	ENSSSAG00000078056,ENSSSAG00000071146	1:1:2	ENSG00000110367,ENSG00000145907,ENSG00000172366
VCPIP1	ENSG00000175073	Q96JH7	OG6v0006613.28	ENSELUG00000009622	ENSSSAG00000079023,ENSSSAG00000069210	1:1:2	ENSG00000112685,ENSG00000163960,ENSG00000167671
PDE3B	ENSG00000152270	Q13370	OG6v0006619.28	ENSELUG00000008698	ENSSSAG00000068456,ENSSSAG00000056292	1:1:2	ENSG00000079337,ENSG00000155849,ENSG00000177034
ZEB1	ENSG00000148516	P37275	OG6v0006624.28	ENSELUG00000004153	ENSSSAG00000045184,ENSSSAG00000080962	1:1:2	ENSG00000004487,ENSG00000117425,ENSG00000152689
MAP3K21	ENSG00000143674	Q5TCX8	OG6v0006682.28	ENSELUG00000014068	ENSSSAG00000072749,ENSSSAG00000001126	1:1:2	ENSG00000006432,ENSG00000130758,ENSG00000173327
RNF40	ENSG00000103549	O75150	OG6v0006689.28	ENSELUG00000010378	ENSSSAG00000044074,ENSSSAG00000043048	1:1:2	ENSG00000095787,ENSG00000134371,ENSG00000155827
EPHA7	ENSG00000135333	Q15375	OG6v0006694.28	ENSELUG00000017596	ENSSSAG00000042905,ENSSSAG00000053507	1:1:2	ENSG00000044524,ENSG00000099617,ENSG00000148400
USP37	ENSG00000135913	Q86T82	OG6v0006747.28	ENSELUG00000013425	ENSSSAG00000076026,ENSSSAG00000044673	1:1:2	ENSG00000053900,ENSG00000130177,ENSG00000149554
SEMA4C	ENSG00000168758	Q9C0C4	OG6v0006787.28	ENSELUG00000006455	ENSSSAG00000072487,ENSSSAG00000081000	1:1:2	ENSG00000013374,ENSG00000070367,ENSG00000100097
FSTL4	ENSG00000053108	Q6MZW2	OG6v0006825.28	ENSELUG00000021289	ENSSSAG00000063587,ENSSSAG00000007051	1:1:2	ENSG00000112562,ENSG00000120057,ENSG00000204237
RNF43	ENSG00000108375	Q68DV7	OG6v0006827.28	ENSELUG00000019770	ENSSSAG00000073513,ENSSSAG00000062256	1:1:2	ENSG00000146374,ENSG00000162337,ENSG00000164362
LENG8	ENSG00000167615	Q96PV6	OG6v0006839.28	ENSELUG00000015143	ENSSSAG00000004844,ENSSSAG00000008600	1:1:2	ENSG00000106211,ENSG00000126226,ENSG00000198563
CDH15	ENSG00000129910	P55291	OG6v0006864.28	ENSELUG00000018220	ENSSSAG00000066810,ENSSSAG00000072707	1:1:2	ENSG00000115266,ENSG00000168036,ENSG00000173801
CDH11	ENSG00000140937	P55287	OG6v0006879.28	ENSELUG00000018881	ENSSSAG00000096830,ENSSSAG00000096895	1:1:2	ENSG00000144283,ENSG00000168036,ENSG00000173801
HGS	ENSG00000185359	O14964	OG6v0006882.28	ENSELUG00000010165	ENSSSAG00000109669,ENSSSAG00000003241	1:1:2	ENSG00000115145,ENSG00000136738,ENSG00000138592
LRCH3	ENSG00000186001	Q96II8	OG6v0006884.28	ENSELUG00000006955	ENSSSAG00000018627,ENSSSAG00000071209	1:1:2	ENSG00000102981,ENSG00000139645,ENSG00000151458
UTP4	ENSG00000141076	Q969X6	OG6v0006887.28	ENSELUG00000014598	ENSSSAG00000069460,ENSSSAG00000047440	1:1:2	ENSG00000011260,ENSG00000115368,ENSG00000225921
SEMA3B	ENSG00000012171	Q13214	OG6v0006896.28	ENSELUG00000012160	ENSSSAG00000058257,ENSSSAG00000042747	1:1:2	ENSG00000114554,ENSG00000130827,ENSG00000221866
STRN3	ENSG00000196792	Q13033	OG6v0006898.28	ENSELUG00000003868	ENSSSAG00000064401,ENSSSAG00000071739	1:1:2	ENSG00000128578,ENSG00000143079,ENSG00000143093
TGFBI	ENSG00000120708	Q15582	OG6v0006906.28	ENSELUG00000021716	ENSSSAG00000056908,ENSSSAG00000060852	1:1:2	ENSG00000041982,ENSG00000106809,ENSG00000127585
ARHGEF6	ENSG00000129675	Q15052	OG6v0006907.28	ENSELUG00000003658	ENSSSAG00000076772,ENSSSAG00000063247	1:1:2	ENSG00000108262,ENSG00000122966,ENSG00000139436
MED25	ENSG00000104973	Q71SY5	OG6v0006911.28	ENSELUG00000019639	ENSSSAG00000002644,ENSSSAG00000000822	1:1:2	ENSG00000110768,ENSG00000180182,ENSG00000188342
CDH5	ENSG00000179776	P33151	OG6v0006920.28	ENSELUG00000018855	ENSSSAG00000062927,ENSSSAG00000041358	1:1:2	ENSG00000103326,ENSG00000130234,ENSG00000144283
PRPF39	ENSG00000185246	Q86UA1	OG6v0006926.28	ENSELUG00000012011	ENSSSAG00000066966,ENSSSAG00000040681	1:1:2	ENSG00000136457,ENSG00000145833,ENSG00000180098
AGGF1	ENSG00000164252	Q8N302	OG6v0006936.28	ENSELUG00000000226	ENSSSAG00000077434,ENSSSAG00000078440	1:1:2	ENSG00000109083,ENSG00000169297,ENSG00000284862
CUL2	ENSG00000108094	Q13617	OG6v0006937.28	ENSELUG00000003650	ENSSSAG00000012342,ENSSSAG00000078936	1:1:2	ENSG00000043093,ENSG00000109184,ENSG00000137692
SEMA3C	ENSG00000075223	Q99985	OG6v0006945.28	ENSELUG00000002145	ENSSSAG00000005572,ENSSSAG00000007415	1:1:2	ENSG00000114554,ENSG00000130827,ENSG00000153993
NCSTN	ENSG00000162736	Q92542	OG6v0006968.28	ENSELUG00000003766	ENSSSAG00000056516,ENSSSAG00000004931	1:1:2	ENSG00000117362,ENSG00000143801,ENSG00000205155
SKI	ENSG00000157933	P12755	OG6v0006986.28	ENSELUG00000013068	ENSSSAG00000063047,ENSSSAG00000112292	1:1:2	ENSG00000100462,ENSG00000136603,ENSG00000141646
TRIL	ENSG00000255690	Q7L0X0	OG6v0006993.28	ENSELUG00000005411	ENSSSAG00000106156	1:1:1	ENSG00000040933,ENSG00000100304,ENSG00000133256
KATNB1	ENSG00000140854	Q9BVA0	OG6v0006998.28	ENSELUG00000006019	ENSSSAG00000065351,ENSSSAG00000073742	1:1:2	ENSG00000102781,ENSG00000148396,ENSG00000186625
COP1	ENSG00000143207	Q8NHY2	OG6v0007037.28	ENSELUG00000010913	ENSSSAG00000079809,ENSSSAG00000044267	1:1:2	ENSG00000047410,ENSG00000115827,ENSG00000140543
CHFR	ENSG00000072609	Q96EP1	OG6v0007061.28	ENSELUG00000007647	ENSSSAG00000081316,ENSSSAG00000109055	1:1:2	ENSG00000078967,ENSG00000104343,ENSG00000164109
DTL	ENSG00000143476	Q9NZJ0	OG6v0007070.28	ENSELUG00000013921	ENSSSAG00000074405,ENSSSAG00000058407	1:1:2	ENSG00000100897,ENSG00000110497,ENSG00000115827
PEX5	ENSG00000139197	P50542	OG6v0007073.28	ENSELUG00000018991	ENSSSAG00000076465,ENSSSAG00000041515	1:1:2	ENSG00000102910,ENSG00000113790,ENSG00000142655
GRAMD1C	ENSG00000178075	Q8IYS0	OG6v0007084.28	ENSELUG00000013577	ENSSSAG00000077029,ENSSSAG00000008222	1:1:2	ENSG00000023171,ENSG00000155324,ENSG00000163069
SRPRA	ENSG00000182934	P08240	OG6v0007096.28	ENSELUG00000017643	ENSSSAG00000054273,ENSSSAG00000067844	1:1:2	ENSG00000144867,ENSG00000167881,ENSG00000174780
RRN3	ENSG00000085721	Q9NYV6	OG6v0007115.28	ENSELUG00000022239	ENSSSAG00000053633,ENSSSAG00000001933	1:1:2	ENSG00000105849,ENSG00000115750,ENSG00000117877
SOX13	ENSG00000143842	Q9UN79	OG6v0007153.28	ENSELUG00000012545	ENSSSAG00000058488,ENSSSAG00000077869	1:1:2	ENSG00000110693,ENSG00000130695,ENSG00000134532
KLHL28	ENSG00000179454	Q9NXS3	OG6v0007160.28	ENSELUG00000003987	ENSSSAG00000005130,ENSSSAG00000002448	1:1:2	ENSG00000185670,ENSG00000197429,ENSG00000197705
MTMR2	ENSG00000087053	Q13614	OG6v0007176.28	ENSELUG00000008035	ENSSSAG00000118091,ENSSSAG00000052780	1:1:2	ENSG00000014914,ENSG00000150712,ENSG00000166912
XRCC1	ENSG00000073050	P18887	OG6v0007179.28	ENSELUG00000016393	ENSSSAG00000068124,ENSSSAG00000053271	1:1:2	ENSG00000005156,ENSG00000070501,ENSG00000111445
FRMD6	ENSG00000139926	Q96NE9	OG6v0007181.28	ENSELUG00000018391	ENSSSAG00000002264,ENSSSAG00000057190	1:1:2	ENSG00000108953,ENSG00000124171,ENSG00000128245
